Username,Order_ID,Date_,Subtotal,Tip,Time_
02212372,448,10/6/2022,30,4.17,20:07
54315149,449,10/6/2022,22.5,2.71,18:36
fqngrbru7263@yahoo.com,450,10/6/2022,45,4.92,17:12
54315149,451,10/6/2022,55,4.58,18:41
tnleamow3456@tamu.com,452,10/6/2022,25,3.87,17:15
nmkidoym9408@gongcha.com,453,10/6/2022,25,1.19,13:48
eouqsbuj0665@mojang.com,454,10/6/2022,10,3.44,20:06
xhavrhlp6214@gmail.com,455,10/6/2022,60,1.78,21:16
knrlplvg2781@yahoo.com,456,10/6/2022,12.5,3.2,19:58
yvjrmvxh4164@youtube.com,457,10/6/2022,60,3.61,12:44
71854166,458,10/6/2022,12.5,0.2,11:19
cbxdmrtx1642@gmail.com,459,10/6/2022,57.5,0.46,13:31
qhxpyyhy3771@outlook.com,460,10/6/2022,47.5,3.52,18:42
csgjhmmq6539@tamu.com,461,10/6/2022,57.5,3.96,18:54
leglzlao5328@mojang.com,462,10/6/2022,22.5,0.29,15:22
rpuuikvb0197@youtube.com,463,10/6/2022,22.5,4.19,13:56
ksivzavk0512@outlook.com,464,10/6/2022,57.5,0.32,15:39
02212372,465,10/6/2022,47.5,2.17,21:24
45823849,466,10/6/2022,20,0.34,15:19
nddaftql1388@yahoo.com,467,10/6/2022,32.5,0.9,21:00
hnwdoktm2681@gmail.com,468,10/6/2022,35,0.03,20:50
gtkvyvui9206@tamu.com,469,10/6/2022,22.5,2.99,16:27
44395718,470,10/6/2022,20,1.9,22:47
09404152,471,10/6/2022,32.5,3.1,15:34
csgjhmmq6539@tamu.com,472,10/6/2022,35,3.54,14:06
wlmomoox5344@yahoo.com,473,10/6/2022,50,1.58,21:12
tzerdgmu7305@hotmail.com,474,10/6/2022,22.5,1.47,22:28
knrlplvg2781@yahoo.com,475,10/6/2022,55,0.87,18:36
acnwixtn4093@gmail.com,476,10/6/2022,25,3.84,20:15
blmqchbj1685@gmail.com,477,10/6/2022,32.5,4.79,12:03
36309511,478,10/6/2022,25,4.81,15:34
eouqsbuj0665@mojang.com,479,10/6/2022,57.5,1.72,14:57
45823849,480,10/6/2022,45,2.76,12:35
91143424,481,10/6/2022,47.5,2.45,21:19
57341554,482,10/6/2022,35,0.16,19:41
26475312,483,10/6/2022,45,2.61,22:29
26260554,484,10/6/2022,57.5,0.22,21:21
53773347,485,10/6/2022,25,2.52,16:54
lulymimp4994@microsoft.com,486,10/6/2022,10,2.67,20:30
xbkpyhhg8751@tamu.com,487,10/6/2022,20,1.31,22:24
34172948,488,10/6/2022,37.5,1.43,22:31
poeldyyi5038@yahoo.com,489,10/6/2022,57.5,4.24,19:05
lulymimp4994@microsoft.com,490,10/6/2022,10,1.71,19:11
fnhqoyuj3254@team9b.com,491,10/6/2022,20,1.14,17:37
29884709,492,10/6/2022,12.5,3.18,12:19
77235905,493,10/6/2022,47.5,1.06,11:15
45823849,494,10/6/2022,32.5,1.44,20:35
cbxdmrtx1642@gmail.com,495,10/6/2022,12.5,0.91,18:54
sakwrvhs8207@tamu.com,496,10/6/2022,35,4.46,14:57
09404152,497,10/6/2022,60,3.85,13:20
blmqchbj1685@gmail.com,498,10/6/2022,45,3.63,16:59
88744860,499,10/6/2022,12.5,2.76,13:38
qddpnwur1048@youtube.com,500,10/6/2022,25,4.3,12:05
lwfpmjdl4255@outlook.com,501,10/6/2022,22.5,1.44,21:21
yzmbdcsd4318@outlook.com,502,10/6/2022,25,0.04,16:29
evbcmjsk8537@amazon.com,503,10/6/2022,25,4.18,21:55
mvwpqozi8212@amazon.com,504,10/6/2022,32.5,3.22,21:26
17958049,505,10/6/2022,50,2.73,14:42
hzeongix0241@mojang.com,506,10/6/2022,25,1.39,21:52
vdfmxaps8903@microsoft.com,507,10/6/2022,57.5,3.08,15:44
acnwixtn4093@gmail.com,508,10/6/2022,22.5,4.67,18:13
evbcmjsk8537@amazon.com,509,10/6/2022,45,4.54,12:34
gvnebals4363@microsoft.com,510,10/6/2022,42.5,0.25,14:28
02212372,511,10/6/2022,25,3.68,22:56
86349856,512,10/6/2022,55,2.6,17:42
fnhqoyuj3254@team9b.com,513,10/6/2022,47.5,2.79,20:51
blmqchbj1685@gmail.com,514,10/6/2022,22.5,4,19:44
nkhvynwi0877@gmail.com,515,10/6/2022,50,0.26,18:13
07559614,516,10/6/2022,57.5,3.6,20:23
gvnebals4363@microsoft.com,517,10/6/2022,22.5,2.21,12:53
68164488,518,10/6/2022,37.5,0.26,15:59
hzzhsywz9701@tamu.com,519,10/6/2022,42.5,3.34,21:26
mpepbmgq3917@tamu.com,520,10/6/2022,55,0.17,21:40
99083877,521,10/6/2022,35,3.95,14:54
27368406,522,10/6/2022,22.5,4.42,11:31
nkhvynwi0877@gmail.com,523,10/6/2022,12.5,4.78,11:39
iuaaeaiu9436@yahoo.com,524,10/6/2022,35,0.08,19:35
wscfsmmm9270@team9b.com,525,10/6/2022,32.5,0.15,18:49
99083877,526,10/6/2022,22.5,0.59,11:47
blmqchbj1685@gmail.com,527,10/6/2022,22.5,0.92,12:50
bqameafc6423@microsoft.com,528,10/6/2022,55,1.88,17:59
dxaenkpu3299@amazon.com,529,10/6/2022,20,4.16,12:45
68164488,530,10/6/2022,35,0.81,19:19
36309511,531,10/6/2022,32.5,3.93,22:55
hzeongix0241@mojang.com,532,10/6/2022,47.5,3.67,15:44
63252884,533,10/6/2022,25,0.27,16:48
yvjrmvxh4164@youtube.com,534,10/6/2022,45,4.52,17:21
45823849,535,10/6/2022,32.5,3.43,19:42
leglzlao5328@mojang.com,536,10/6/2022,22.5,1.78,14:48
86349856,537,10/6/2022,40,1.94,20:47
68164488,538,10/6/2022,22.5,0.89,21:14
54315149,539,10/6/2022,45,4.79,13:02
drlcxzwq8511@outlook.com,540,10/6/2022,37.5,2.8,18:41
86349856,541,10/6/2022,25,1.7,18:44
vdfmxaps8903@microsoft.com,542,10/6/2022,45,2.85,13:03
eyewjyqo6396@team9b.com,543,10/6/2022,47.5,0.44,14:18
poeldyyi5038@yahoo.com,544,10/6/2022,47.5,0.89,22:35
zrzmjytq5017@team9b.com,545,10/6/2022,37.5,1,12:58
qhxpyyhy3771@outlook.com,546,10/6/2022,32.5,1.25,20:41
26475312,547,10/6/2022,45,2.43,12:02
blmqchbj1685@gmail.com,548,10/6/2022,12.5,0.29,13:06
qddpnwur1048@youtube.com,549,10/6/2022,22.5,4.68,22:08
68467298,550,10/6/2022,60,4.84,22:07
fnhqoyuj3254@team9b.com,551,10/6/2022,55,3.93,14:19
leglzlao5328@mojang.com,552,10/6/2022,57.5,4.61,14:18
53773347,553,10/6/2022,10,1.68,16:20
97465710,554,10/6/2022,10,3.56,20:18
fqngrbru7263@yahoo.com,555,10/6/2022,12.5,4.38,16:39
86349856,556,10/6/2022,55,4.45,22:13
bqameafc6423@microsoft.com,557,10/6/2022,10,0.01,19:28
hzzhsywz9701@tamu.com,558,10/6/2022,12.5,2.37,12:06
97939309,559,10/6/2022,22.5,0.87,16:30
88223286,560,10/6/2022,35,2.71,19:47
csgjhmmq6539@tamu.com,561,10/6/2022,50,2.49,18:41
bvlhhapp2329@outlook.com,562,10/6/2022,22.5,1.69,18:25
eouqsbuj0665@mojang.com,563,10/6/2022,55,0.1,11:57
leglzlao5328@mojang.com,564,10/6/2022,45,1.18,17:38
poeldyyi5038@yahoo.com,565,10/6/2022,47.5,4.48,21:05
hnwdoktm2681@gmail.com,566,10/6/2022,10,1.52,22:12
88744860,567,10/6/2022,52.5,0.41,15:39
42076180,568,10/6/2022,10,4.25,18:04
hnwdoktm2681@gmail.com,569,10/6/2022,10,4.11,14:42
tjarunxo4546@amazon.com,570,10/6/2022,60,3.9,22:19
nkhvynwi0877@gmail.com,571,10/6/2022,22.5,3.8,18:50
ikpussac3587@gongcha.com,572,10/6/2022,20,4.68,14:57
bqameafc6423@microsoft.com,573,10/6/2022,47.5,2.73,15:08
tjarunxo4546@amazon.com,574,10/6/2022,47.5,2.78,18:02
wscfsmmm9270@team9b.com,575,10/6/2022,12.5,4.35,14:58
ydylbckb5048@gongcha.com,576,10/6/2022,10,1.78,15:10
bzfegiox1878@microsoft.com,577,10/6/2022,47.5,3.59,11:38
nddaftql1388@yahoo.com,578,10/6/2022,55,2.64,20:34
bqameafc6423@microsoft.com,579,10/6/2022,45,2.67,14:16
ikpussac3587@gongcha.com,580,10/6/2022,12.5,0.25,18:51
86349856,581,10/6/2022,25,3.24,13:24
iuaaeaiu9436@yahoo.com,582,10/6/2022,60,3.65,14:58
blmqchbj1685@gmail.com,583,10/6/2022,37.5,3.13,12:10
ikpussac3587@gongcha.com,584,10/6/2022,35,0.92,19:13
09166541,585,10/6/2022,47.5,4.59,18:48
gvnebals4363@microsoft.com,586,10/6/2022,50,3.5,17:35
tzerdgmu7305@hotmail.com,587,10/6/2022,60,4.94,19:50
99083877,588,10/6/2022,55,3.1,16:21
gtkvyvui9206@tamu.com,589,10/6/2022,32.5,2.81,22:13
qddpnwur1048@youtube.com,590,10/6/2022,10,0.1,14:09
45823849,591,10/6/2022,12.5,3.53,12:19
68467298,592,10/6/2022,10,1.56,18:38
eouqsbuj0665@mojang.com,593,10/6/2022,22.5,4.02,18:21
xhavrhlp6214@gmail.com,594,10/6/2022,25,2.88,18:01
26260554,595,10/6/2022,32.5,2.33,15:26
leglzlao5328@mojang.com,596,10/6/2022,12.5,4.36,14:07
bzfegiox1878@microsoft.com,597,10/6/2022,10,4.09,21:33
bvlhhapp2329@outlook.com,598,10/6/2022,60,4.49,15:24
dxaenkpu3299@amazon.com,599,10/6/2022,32.5,1.06,16:42
45823849,600,10/6/2022,32.5,1.4,22:05
qddpnwur1048@youtube.com,601,10/6/2022,10,4.24,15:57
bvlhhapp2329@outlook.com,602,10/6/2022,35,2,18:07
07559614,603,10/6/2022,32.5,3.05,16:41
53597775,604,10/6/2022,22.5,0.46,20:33
53597775,605,10/6/2022,35,2.16,12:44
cbxdmrtx1642@gmail.com,606,10/6/2022,10,0.98,21:30
68164488,607,10/6/2022,42.5,0.39,20:33
17958049,608,10/6/2022,12.5,3.16,21:54
22079174,609,10/6/2022,47.5,3.66,13:39
ikpussac3587@gongcha.com,610,10/6/2022,20,1.23,14:48
57341554,611,10/6/2022,57.5,4.06,15:47
tjarunxo4546@amazon.com,612,10/6/2022,25,1.22,17:09
poeldyyi5038@yahoo.com,613,10/6/2022,10,3.47,18:13
99346498,614,10/6/2022,10,2.21,14:00
29884709,615,10/6/2022,42.5,1.93,21:26
knrlplvg2781@yahoo.com,616,10/7/2022,20,3,16:25
68164488,617,10/7/2022,55,2.41,17:01
34172948,618,10/7/2022,45,1.01,22:53
97465710,619,10/7/2022,22.5,3.63,15:27
fqvfyfez3999@amongus.com,620,10/7/2022,42.5,2.74,19:27
lwfpmjdl4255@outlook.com,621,10/7/2022,32.5,4.86,13:07
68164488,622,10/7/2022,12.5,1.98,22:54
mvwpqozi8212@amazon.com,623,10/7/2022,32.5,1.33,19:31
tnleamow3456@tamu.com,624,10/7/2022,25,3.4,22:57
99346498,625,10/7/2022,35,2.12,18:24
erannexm9730@hotmail.com,626,10/7/2022,35,2.16,15:29
evbcmjsk8537@amazon.com,627,10/7/2022,42.5,4.47,18:21
qddpnwur1048@youtube.com,628,10/7/2022,22.5,4.43,17:11
27368406,629,10/7/2022,35,2.58,14:52
53597775,630,10/7/2022,12.5,0.68,22:56
97465710,631,10/7/2022,45,0.74,14:07
hnwdoktm2681@gmail.com,632,10/7/2022,45,0.97,20:42
yzmbdcsd4318@outlook.com,633,10/7/2022,50,2.02,11:45
42076180,634,10/7/2022,57.5,2.58,20:14
leglzlao5328@mojang.com,635,10/7/2022,20,1.2,20:22
wscfsmmm9270@team9b.com,636,10/7/2022,57.5,2.05,16:37
yvjrmvxh4164@youtube.com,637,10/7/2022,35,0.7,17:52
gvnebals4363@microsoft.com,638,10/7/2022,25,4.15,16:22
77235905,639,10/7/2022,35,4.64,13:20
22079174,640,10/7/2022,52.5,4.38,13:39
63252884,641,10/7/2022,35,0.98,22:04
yzmbdcsd4318@outlook.com,642,10/7/2022,25,2.82,16:36
pjzswqpn6865@mojang.com,643,10/7/2022,10,1.89,15:30
tjarunxo4546@amazon.com,644,10/7/2022,10,3.08,13:01
27368406,645,10/7/2022,12.5,3.14,14:42
hzzhsywz9701@tamu.com,646,10/7/2022,55,1.3,13:49
erannexm9730@hotmail.com,647,10/7/2022,55,0.07,20:14
36309511,648,10/7/2022,22.5,2.74,18:20
fnhqoyuj3254@team9b.com,649,10/7/2022,57.5,2.31,19:07
fnhqoyuj3254@team9b.com,650,10/7/2022,42.5,2.66,13:51
bvlhhapp2329@outlook.com,651,10/7/2022,32.5,0.53,18:46
53773347,652,10/7/2022,40,3.11,17:18
bstibhih7500@microsoft.com,653,10/7/2022,35,2.81,11:47
27368406,654,10/7/2022,22.5,3.08,14:03
15210904,655,10/7/2022,22.5,1.35,11:38
68164488,656,10/7/2022,52.5,0.09,12:06
gvnebals4363@microsoft.com,657,10/7/2022,12.5,1.89,13:14
68164488,658,10/7/2022,47.5,0.03,20:38
07559614,659,10/7/2022,30,2.22,17:26
68164488,660,10/7/2022,42.5,0.16,15:50
12856702,661,10/7/2022,60,0.27,18:00
22079174,662,10/7/2022,10,4.37,14:16
hnwdoktm2681@gmail.com,663,10/7/2022,20,2.41,22:57
knrlplvg2781@yahoo.com,664,10/7/2022,45,3,12:41
wscfsmmm9270@team9b.com,665,10/7/2022,12.5,2.06,22:43
uzgolapa6273@hotmail.com,666,10/7/2022,35,0.41,12:30
botlwdwc8212@gongcha.com,667,10/7/2022,50,4.46,19:32
36309511,668,10/7/2022,25,3.82,22:14
86349856,669,10/7/2022,32.5,4.74,22:24
leglzlao5328@mojang.com,670,10/7/2022,55,1.96,14:16
97465710,671,10/7/2022,57.5,3.16,15:51
bqxcmhxj0406@yahoo.com,672,10/7/2022,37.5,1.7,21:01
fqngrbru7263@yahoo.com,673,10/7/2022,45,0.62,14:22
csgjhmmq6539@tamu.com,674,10/7/2022,32.5,2.19,19:13
hzeongix0241@mojang.com,675,10/7/2022,52.5,0.89,13:13
lwfpmjdl4255@outlook.com,676,10/7/2022,55,1.71,22:10
qhxpyyhy3771@outlook.com,677,10/7/2022,25,2.48,13:41
26475312,678,10/7/2022,60,1.61,21:23
71854166,679,10/7/2022,35,3.44,15:34
poeldyyi5038@yahoo.com,680,10/7/2022,22.5,3.04,17:44
26260554,681,10/7/2022,12.5,4.2,12:10
97939309,682,10/7/2022,12.5,3.57,11:21
12856702,683,10/7/2022,32.5,2.82,17:23
iuaaeaiu9436@yahoo.com,684,10/7/2022,57.5,4.69,17:45
17958049,685,10/7/2022,22.5,4.32,17:44
mpepbmgq3917@tamu.com,686,10/7/2022,47.5,0.24,16:43
97939309,687,10/7/2022,60,3,19:47
qhxpyyhy3771@outlook.com,688,10/7/2022,22.5,0.2,11:06
wlmomoox5344@yahoo.com,689,10/7/2022,10,2.47,12:50
71854166,690,10/7/2022,52.5,2.67,19:44
22079174,691,10/7/2022,10,2.7,16:48
sakwrvhs8207@tamu.com,692,10/7/2022,42.5,0.87,21:50
hzeongix0241@mojang.com,693,10/7/2022,42.5,3.43,22:02
tzerdgmu7305@hotmail.com,694,10/7/2022,12.5,3.19,11:50
lulymimp4994@microsoft.com,695,10/7/2022,10,0.92,19:31
26260554,696,10/7/2022,12.5,2.25,16:19
zrzmjytq5017@team9b.com,697,10/7/2022,12.5,0.64,11:24
09166541,698,10/7/2022,37.5,0.94,22:44
blmqchbj1685@gmail.com,699,10/7/2022,32.5,1.57,11:24
86349856,700,10/7/2022,12.5,3.29,14:52
lwfpmjdl4255@outlook.com,701,10/7/2022,60,0.69,12:44
42076180,702,10/7/2022,10,1.11,13:59
99346498,703,10/7/2022,55,4.42,13:01
yzmbdcsd4318@outlook.com,704,10/7/2022,10,4.93,19:37
qhxpyyhy3771@outlook.com,705,10/7/2022,12.5,3.72,11:08
dxaenkpu3299@amazon.com,706,10/7/2022,22.5,2.07,12:36
26260554,707,10/7/2022,25,0.56,14:51
68164488,708,10/7/2022,12.5,0.43,19:51
15210904,709,10/7/2022,50,4.59,19:57
hzeongix0241@mojang.com,710,10/7/2022,22.5,1.23,21:16
uequjkrd7690@hotmail.com,711,10/7/2022,32.5,0.17,18:54
dxaenkpu3299@amazon.com,712,10/7/2022,25,0.3,11:03
uzgolapa6273@hotmail.com,713,10/7/2022,55,3.68,16:04
97939309,714,10/7/2022,22.5,3.39,21:41
42076180,715,10/7/2022,57.5,0.51,21:19
erannexm9730@hotmail.com,716,10/7/2022,32.5,4.79,13:50
70544231,717,10/7/2022,35,3.74,20:26
nkhvynwi0877@gmail.com,718,10/7/2022,55,0.33,13:23
fqvfyfez3999@amongus.com,719,10/7/2022,12.5,2.5,18:13
bstibhih7500@microsoft.com,720,10/7/2022,35,0.43,16:14
99083877,721,10/7/2022,57.5,4.72,18:24
ksivzavk0512@outlook.com,722,10/7/2022,25,4.57,17:50
42076180,723,10/7/2022,45,4.94,14:03
evbcmjsk8537@amazon.com,724,10/7/2022,12.5,4.91,15:26
71854166,725,10/7/2022,55,2.48,14:02
cbxdmrtx1642@gmail.com,726,10/7/2022,10,2.26,11:17
bqameafc6423@microsoft.com,727,10/7/2022,32.5,2.59,13:39
knrlplvg2781@yahoo.com,728,10/7/2022,60,3.74,11:26
02212372,729,10/7/2022,35,1.7,21:59
uzgolapa6273@hotmail.com,730,10/7/2022,57.5,0.35,12:43
44395718,731,10/7/2022,20,1.57,21:49
erannexm9730@hotmail.com,732,10/7/2022,55,2.68,13:16
fnhqoyuj3254@team9b.com,733,10/7/2022,12.5,3.24,13:49
vdfmxaps8903@microsoft.com,734,10/7/2022,35,2.73,19:35
knrlplvg2781@yahoo.com,735,10/7/2022,10,2.47,12:01
58680153,736,10/7/2022,32.5,3.76,11:03
ksivzavk0512@outlook.com,737,10/8/2022,22.5,1.83,19:55
bzfegiox1878@microsoft.com,738,10/8/2022,12.5,3.35,22:35
wscfsmmm9270@team9b.com,739,10/8/2022,10,2.43,20:34
ksivzavk0512@outlook.com,740,10/8/2022,52.5,4.2,14:19
58680153,741,10/8/2022,47.5,4.74,20:54
53773347,742,10/8/2022,20,2.69,17:42
bzfegiox1878@microsoft.com,743,10/8/2022,42.5,1.22,17:34
gmlfplgb5415@amongus.com,744,10/8/2022,10,3.46,21:50
68164488,745,10/8/2022,57.5,3.58,15:41
bvlhhapp2329@outlook.com,746,10/8/2022,55,4.68,15:15
12856702,747,10/8/2022,20,1.56,20:48
bvlhhapp2329@outlook.com,748,10/8/2022,52.5,3.05,16:32
bqxcmhxj0406@yahoo.com,749,10/8/2022,40,0.25,16:44
botlwdwc8212@gongcha.com,750,10/8/2022,55,4.58,11:35
ydylbckb5048@gongcha.com,751,10/8/2022,57.5,3.09,20:15
99346498,752,10/8/2022,45,4.73,22:44
09404152,753,10/8/2022,12.5,4.46,12:01
dxaenkpu3299@amazon.com,754,10/8/2022,47.5,3.33,11:15
34172948,755,10/8/2022,22.5,0.37,17:34
88744860,756,10/8/2022,35,0.38,16:22
zrzmjytq5017@team9b.com,757,10/8/2022,12.5,1.55,16:47
tjarunxo4546@amazon.com,758,10/8/2022,45,3.85,13:45
bqameafc6423@microsoft.com,759,10/8/2022,37.5,1.73,21:43
mpepbmgq3917@tamu.com,760,10/8/2022,12.5,3.97,17:47
26260554,761,10/8/2022,37.5,1.86,14:39
45823849,762,10/8/2022,10,0.2,17:22
71854166,763,10/8/2022,22.5,0.92,21:03
28488312,764,10/8/2022,12.5,4.75,22:33
tjarunxo4546@amazon.com,765,10/8/2022,30,4.98,22:51
qddpnwur1048@youtube.com,766,10/8/2022,35,3.28,21:43
wlmomoox5344@yahoo.com,767,10/8/2022,25,1.9,21:41
89346805,768,10/8/2022,10,0.85,22:14
fqvfyfez3999@amongus.com,769,10/8/2022,10,0.6,15:25
71854166,770,10/8/2022,12.5,2.13,12:18
wlmomoox5344@yahoo.com,771,10/8/2022,55,3.85,15:28
86349856,772,10/8/2022,40,2.1,18:23
nddaftql1388@yahoo.com,773,10/8/2022,40,2.92,20:06
nkhvynwi0877@gmail.com,774,10/8/2022,55,4.58,19:07
34172948,775,10/8/2022,22.5,0.02,19:59
26260554,776,10/8/2022,57.5,1.26,17:53
zrzmjytq5017@team9b.com,777,10/8/2022,62.5,1.44,21:24
28488312,778,10/8/2022,25,1.05,11:43
99083877,779,10/8/2022,10,4.29,14:48
68164488,780,10/8/2022,30,2.92,22:33
88223286,781,10/8/2022,25,2.15,13:02
uequjkrd7690@hotmail.com,782,10/8/2022,22.5,3.23,14:16
15210904,783,10/8/2022,55,2.61,18:50
uakripis6880@microsoft.com,784,10/8/2022,55,2.51,13:04
bqxcmhxj0406@yahoo.com,785,10/8/2022,32.5,3.13,15:11
botlwdwc8212@gongcha.com,786,10/8/2022,12.5,2.45,13:14
99083877,787,10/8/2022,12.5,4.21,21:35
dxaenkpu3299@amazon.com,788,10/8/2022,35,1.25,14:53
71854166,789,10/8/2022,32.5,2.16,20:42
28488312,790,10/8/2022,22.5,0.17,13:37
uequjkrd7690@hotmail.com,791,10/8/2022,30,4.94,15:27
knrlplvg2781@yahoo.com,792,10/8/2022,20,2.49,22:40
qhxpyyhy3771@outlook.com,793,10/8/2022,10,3.44,15:15
uzgolapa6273@hotmail.com,794,10/8/2022,60,0.09,21:18
45823849,795,10/8/2022,60,4.32,19:00
eyewjyqo6396@team9b.com,796,10/8/2022,45,1.07,15:33
hnwdoktm2681@gmail.com,797,10/8/2022,20,3.89,18:20
miqyozhi2562@gongcha.com,798,10/8/2022,25,1.9,17:40
lwfpmjdl4255@outlook.com,799,10/8/2022,47.5,3.53,19:49
mvwpqozi8212@amazon.com,800,10/8/2022,45,3.03,11:17
fqngrbru7263@yahoo.com,801,10/8/2022,22.5,0.47,16:16
uakripis6880@microsoft.com,802,10/8/2022,57.5,2.28,19:13
uzgolapa6273@hotmail.com,803,10/8/2022,47.5,3.87,20:41
bqameafc6423@microsoft.com,804,10/8/2022,57.5,3.59,14:06
blmqchbj1685@gmail.com,805,10/8/2022,32.5,1.22,14:12
09404152,806,10/8/2022,42.5,3.42,11:43
53773347,807,10/8/2022,10,2.26,11:06
53597775,808,10/8/2022,30,2.29,11:06
cbxdmrtx1642@gmail.com,809,10/8/2022,22.5,1.19,21:54
eouqsbuj0665@mojang.com,810,10/8/2022,57.5,1.47,18:40
fqngrbru7263@yahoo.com,811,10/8/2022,10,3.13,19:51
45823849,812,10/8/2022,12.5,1.48,14:57
91143424,813,10/8/2022,30,1.06,15:24
45823849,814,10/8/2022,22.5,0.43,15:13
27368406,815,10/8/2022,32.5,1.87,21:05
bvlhhapp2329@outlook.com,816,10/8/2022,47.5,2.05,15:54
qhxpyyhy3771@outlook.com,817,10/8/2022,12.5,4.98,12:35
bzfegiox1878@microsoft.com,818,10/8/2022,35,0.84,22:58
uzgolapa6273@hotmail.com,819,10/8/2022,25,0.87,16:13
uakripis6880@microsoft.com,820,10/8/2022,45,4.39,16:36
tnleamow3456@tamu.com,821,10/8/2022,20,4.46,11:26
68164488,822,10/8/2022,60,1.67,20:14
mvwpqozi8212@amazon.com,823,10/8/2022,47.5,1.74,19:32
09404152,824,10/8/2022,32.5,4.74,20:23
53597775,825,10/8/2022,57.5,1.01,13:30
70544231,826,10/8/2022,10,4.6,12:24
blmqchbj1685@gmail.com,827,10/8/2022,52.5,3.8,17:23
fqvfyfez3999@amongus.com,828,10/8/2022,25,3.26,16:09
evbcmjsk8537@amazon.com,829,10/8/2022,12.5,0.29,13:10
29884709,830,10/8/2022,57.5,4.73,12:23
fqvfyfez3999@amongus.com,831,10/8/2022,57.5,2.52,19:14
97465710,832,10/8/2022,52.5,2.1,12:33
xbkpyhhg8751@tamu.com,833,10/8/2022,55,0.05,20:59
42076180,834,10/8/2022,30,1.1,11:00
99346498,835,10/8/2022,10,3.07,15:41
lwfpmjdl4255@outlook.com,836,10/8/2022,45,0.78,13:10
miqyozhi2562@gongcha.com,837,10/8/2022,35,3.1,20:05
fqngrbru7263@yahoo.com,838,10/8/2022,45,0.26,15:37
uzgolapa6273@hotmail.com,839,10/8/2022,22.5,2.5,14:56
dxaenkpu3299@amazon.com,840,10/8/2022,25,2.89,11:14
uakripis6880@microsoft.com,841,10/8/2022,47.5,1.7,19:03
07559614,842,10/8/2022,22.5,3.05,20:28
hzzhsywz9701@tamu.com,843,10/8/2022,42.5,0.91,12:55
bqxcmhxj0406@yahoo.com,844,10/8/2022,47.5,1.04,16:33
sakwrvhs8207@tamu.com,845,10/8/2022,35,2.97,20:17
fqngrbru7263@yahoo.com,846,10/8/2022,45,4.69,15:36
dxaenkpu3299@amazon.com,847,10/8/2022,22.5,1.72,20:27
17958049,848,10/8/2022,22.5,4.46,12:43
wscfsmmm9270@team9b.com,849,10/8/2022,60,2.81,17:57
12856702,850,10/8/2022,22.5,0.77,18:17
pjzswqpn6865@mojang.com,851,10/8/2022,55,2.89,15:00
68164488,852,10/8/2022,20,3.93,20:40
rpuuikvb0197@youtube.com,853,10/8/2022,60,1.75,21:06
ksivzavk0512@outlook.com,854,10/8/2022,10,4.7,22:20
45823849,855,10/8/2022,45,2.29,19:27
77235905,856,10/8/2022,55,3.88,14:33
09404152,857,10/8/2022,45,0.83,16:26
wscfsmmm9270@team9b.com,858,10/9/2022,22.5,0.04,14:27
26260554,859,10/9/2022,55,2.66,16:24
qhxpyyhy3771@outlook.com,860,10/9/2022,62.5,2.67,21:11
ydylbckb5048@gongcha.com,861,10/9/2022,45,0.4,14:36
wscfsmmm9270@team9b.com,862,10/9/2022,12.5,0.89,17:45
55318110,863,10/9/2022,37.5,0.87,19:41
poeldyyi5038@yahoo.com,864,10/9/2022,22.5,3.59,21:30
csgjhmmq6539@tamu.com,865,10/9/2022,42.5,2.89,12:09
ksivzavk0512@outlook.com,866,10/9/2022,55,1.7,14:42
blmqchbj1685@gmail.com,867,10/9/2022,35,2.29,18:46
uequjkrd7690@hotmail.com,868,10/9/2022,42.5,0.41,22:53
bqxcmhxj0406@yahoo.com,869,10/9/2022,55,1.07,19:03
70544231,870,10/9/2022,25,3.06,15:41
68467298,871,10/9/2022,47.5,0.32,21:22
lwfpmjdl4255@outlook.com,872,10/9/2022,32.5,2.32,17:19
gtkvyvui9206@tamu.com,873,10/9/2022,12.5,0.2,18:06
71854166,874,10/9/2022,30,4.15,22:45
knrlplvg2781@yahoo.com,875,10/9/2022,47.5,0.93,15:30
12856702,876,10/9/2022,45,0.5,21:19
evbcmjsk8537@amazon.com,877,10/9/2022,10,0.42,18:10
bstibhih7500@microsoft.com,878,10/9/2022,12.5,4.16,13:15
botlwdwc8212@gongcha.com,879,10/9/2022,12.5,3.45,13:24
fqngrbru7263@yahoo.com,880,10/9/2022,10,4.85,12:41
cbxdmrtx1642@gmail.com,881,10/9/2022,10,4.95,16:27
63252884,882,10/9/2022,45,0.13,12:11
53773347,883,10/9/2022,55,1.63,18:55
26260554,884,10/9/2022,47.5,4.31,12:33
lwfpmjdl4255@outlook.com,885,10/9/2022,10,3.42,12:51
07559614,886,10/9/2022,35,4.86,11:34
xhavrhlp6214@gmail.com,887,10/9/2022,47.5,3.28,11:06
qhxpyyhy3771@outlook.com,888,10/9/2022,47.5,1.78,21:39
ksivzavk0512@outlook.com,889,10/9/2022,55,0.8,14:21
rpuuikvb0197@youtube.com,890,10/9/2022,12.5,0.24,13:52
fqngrbru7263@yahoo.com,891,10/9/2022,57.5,4.64,17:51
tzerdgmu7305@hotmail.com,892,10/9/2022,12.5,2.04,18:08
nmkidoym9408@gongcha.com,893,10/9/2022,55,4.72,22:17
erannexm9730@hotmail.com,894,10/9/2022,50,2.82,12:57
